,pattern,rating,events,actions,conds,pattern_str
2662,"0.31750786,0.0,0.0,0.0,0.0,0.0,-1.4075407,0.20271733,-0.31556582,0.20271733,-0.9497568,0.37936008,-1.4760821,0.13492487,2.4671645,2.3097334,1.1867297,-2.0041046,0.0,0.72894824,-0.3707649,-1.7289215,0.73883784,1.4443926,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",4.971036828399851,"[47, 4, 62]","['v+> ', '=', 'v+> ', 'nop', 'nop', 'not <', 'v-> ', 'nop', 'nop', 'nop', 'vnot > ', 'nop', 'nop', 'nop', 'not <']","['and', 'or', 'and', 'or', 'or', 'or', 'and', 'and', 'or', 'or', 'and', 'and', 'or', 'and', 'or']",b.y ->  c.y + 44614 AND c.x not >  96693
2663,"0.31750786,0.0,0.0,0.0,0.0,0.0,-1.4075407,0.20271733,-0.31556582,0.20271733,-0.9497568,0.37936008,-1.4760821,0.13492487,2.4671645,2.3097334,1.1867297,-2.0041046,-2.3391485,0.72894824,-0.3707649,-1.7289215,0.73883784,1.4443926,0.0,-1.7378678,1.1733134,0.21391721,0.5912353,1.0218086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",5.389807089334112,"[47, 4, 62, 10]","['v+> ', '=', 'v+> ', 'nop', 'nop', 'not <', 'v-> ', 'nop', 'nop', 'nop', 'vnot > ', 'nop', 'nop', 'nop', 'not <', 'v+> ', 'not >', 'vnot +> ', 'nop', 'vnot > ']","['and', 'or', 'and', 'or', 'or', 'or', 'and', 'and', 'or', 'or', 'and', 'and', 'or', 'and', 'or', 'or', 'or', 'and', 'or', 'or']",a.x +>  d.x + 26388 or a.z +>  d.z + 459 AND b.y ->  c.y + 44614 AND c.x not >  96693 AND d.vy not >  12145
2664,"0.31750786,0.0,0.0,0.0,0.0,0.0,-1.4075407,0.20271733,-0.31556582,0.20271733,-0.9497568,0.37936008,-1.4760821,0.13492487,2.4671645,2.3097334,1.1867297,-2.0041046,-2.3391485,0.72894824,-0.3707649,-1.7289215,0.73883784,1.4443926,0.19548707,-1.7378678,1.1733134,0.21391721,0.5912353,1.0218086,0.0,0.42730334,1.1391683,1.0486068,1.0255796,0.0833883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",4.567784450231174,"[47, 4, 62, 10, 58]","['v+> ', '=', 'v+> ', 'nop', 'nop', 'not <', 'v-> ', 'nop', 'nop', 'nop', 'vnot > ', 'nop', 'nop', 'nop', 'not <', 'v+> ', 'not >', 'vnot +> ', 'nop', 'vnot > ', 'not >', 'v*= ', 'not >', 'vnot +> ', 'not <']","['and', 'or', 'and', 'or', 'or', 'or', 'and', 'and', 'or', 'or', 'and', 'and', 'or', 'and', 'or', 'or', 'or', 'and', 'or', 'or', 'or', 'or', 'and', 'and', 'and']",a.x +>  d.x + 26388 or a.z +>  d.z + 459 AND b.y ->  c.y + 44614 AND c.x not >  96693 and c.vy not < e.vy AND d.x +>  c.x + 65086 or d.y not > a.y or d.vy not >  12145
2665,"0.31750786,0.0,0.0,0.0,0.0,0.0,-1.4075407,0.20271733,-0.31556582,0.20271733,-0.9497568,0.37936008,-1.4760821,0.13492487,2.4671645,2.3097334,1.1867297,-2.0041046,-2.3391485,0.72894824,-0.3707649,-1.7289215,0.73883784,1.4443926,0.19548707,-1.7378678,1.1733134,0.21391721,0.5912353,1.0218086,0.9890039,0.42730334,1.1391683,1.0486068,1.0255796,0.0833883,0.0,-0.44666642,0.23147236,-1.0052798,-1.0148509,-0.013760341,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",5.246851251527874,"[47, 4, 62, 10, 58, 57]","['v+> ', '=', 'v+> ', 'nop', 'nop', 'not <', 'v-> ', 'nop', 'nop', 'nop', 'vnot > ', 'nop', 'nop', 'nop', 'not <', 'v+> ', 'not >', 'vnot +> ', 'nop', 'vnot > ', 'not >', 'v*= ', 'not >', 'vnot +> ', 'not <', '>', 'v-> ', 'v-> ', 'v+> ', 'nop']","['and', 'or', 'and', 'or', 'or', 'or', 'and', 'and', 'or', 'or', 'and', 'and', 'or', 'and', 'or', 'or', 'or', 'and', 'or', 'or', 'or', 'or', 'and', 'and', 'and', 'and', 'and', 'or', 'or', 'or']",a.x +>  d.x + 26388 or a.z +>  d.z + 459 AND b.y ->  c.y + 44614 AND c.x not >  96693 and c.vy not < e.vy AND d.x +>  c.x + 65086 or d.y not > a.y or d.vy not >  12145 AND e.y not = b.y + 13278 or e.vy not < b.vy
2666,"0.31750786,0.0,0.0,0.0,0.0,0.0,-1.4075407,0.20271733,-0.31556582,0.20271733,-0.9497568,0.37936008,-1.4760821,0.13492487,2.4671645,2.3097334,1.1867297,-2.0041046,-2.3391485,0.72894824,-0.3707649,-1.7289215,0.73883784,1.4443926,0.19548707,-1.7378678,1.1733134,0.21391721,0.5912353,1.0218086,0.9890039,0.42730334,1.1391683,1.0486068,1.0255796,0.0833883,0.19548707,-0.44666642,0.23147236,-1.0052798,-1.0148509,-0.013760341,0.0,0.42730334,0.091887355,1.1867297,2.1476314,-0.6098899,0.0,0.0,0.0,0.0,0.0,0.0,0.0",4.648532102430173,"[47, 4, 62, 10, 58, 57, 58]","['v+> ', '=', 'v+> ', 'nop', 'nop', 'not <', 'v-> ', 'nop', 'nop', 'nop', 'vnot > ', 'nop', 'nop', 'nop', 'not <', 'v+> ', 'not >', 'vnot +> ', 'nop', 'vnot > ', 'not >', 'v*= ', 'not >', 'vnot +> ', 'not <', '>', 'v-> ', 'v-> ', 'v+> ', 'nop', 'not >', '>', 'vnot -> ', 'not <', '=']","['and', 'or', 'and', 'or', 'or', 'or', 'and', 'and', 'or', 'or', 'and', 'and', 'or', 'and', 'or', 'or', 'or', 'and', 'or', 'or', 'or', 'or', 'and', 'and', 'and', 'and', 'and', 'or', 'or', 'or', 'or', 'and', 'or', 'or', 'and']",a.x +>  d.x + 26388 or a.z +>  d.z + 459 AND b.y ->  c.y + 44614 AND c.x not >  96693 and c.vy not < e.vy AND d.x +>  c.x + 65086 or d.y not > a.y or d.z not +>  g.z + 2660 and d.vy not >  12145 AND e.y not = b.y + 13278 or e.vy not < b.vy AND f.y ->  a.y + 89154 and f.z ->  e.z + 11677
2667,"0.31750786,0.0,0.0,0.0,0.0,0.0,-1.4075407,0.20271733,-0.31556582,0.20271733,-0.9497568,0.37936008,-1.4760821,0.13492487,2.4671645,2.3097334,1.1867297,-2.0041046,-2.3391485,0.72894824,-0.3707649,-1.7289215,0.73883784,1.4443926,0.19548707,-1.7378678,1.1733134,0.21391721,0.5912353,1.0218086,0.9890039,0.42730334,1.1391683,1.0486068,1.0255796,0.0833883,0.19548707,-0.44666642,0.23147236,-1.0052798,-1.0148509,-0.013760341,-0.15519889,0.42730334,0.091887355,1.1867297,2.1476314,-0.6098899,0.0,2.2114713,0.37936008,0.8875988,-1.4916052,1.5696951,0.0",4.431365254822767,"[47, 4, 62, 10, 58, 57, 58, 64]","['v+> ', '=', 'v+> ', 'nop', 'nop', 'not <', 'v-> ', 'nop', 'nop', 'nop', 'vnot > ', 'nop', 'nop', 'nop', 'not <', 'v+> ', 'not >', 'vnot +> ', 'nop', 'vnot > ', 'not >', 'v*= ', 'not >', 'vnot +> ', 'not <', '>', 'v-> ', 'v-> ', 'v+> ', 'nop', 'not >', '>', 'vnot -> ', 'not <', '=', 'not =', 'nop', '>', 'nop', 'v-> ']","['and', 'or', 'and', 'or', 'or', 'or', 'and', 'and', 'or', 'or', 'and', 'and', 'or', 'and', 'or', 'or', 'or', 'and', 'or', 'or', 'or', 'or', 'and', 'and', 'and', 'and', 'and', 'or', 'or', 'or', 'or', 'and', 'or', 'or', 'and', 'and', 'or', 'and', 'and', 'or']",a.x +>  d.x + 26388 or a.z +>  d.z + 459 AND b.y ->  c.y + 44614 AND c.x not >  96693 and c.vy not < e.vy AND d.x +>  c.x + 65086 or d.y not > a.y or d.z not +>  g.z + 2660 and d.vy not >  12145 AND e.y not = b.y + 13278 or e.vy not < b.vy AND f.y ->  a.y + 89154 and f.z ->  e.z + 11677 AND g.x not > e.x or g.y > d.y and g.z not ->  b.z + 7364 or g.vx not < a.vx
2668,"-0.780799,0.0,0.0,0.0,0.0,0.0,0.0,0.98418474,0.5695951,1.5696951,1.1788217,0.13420999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",2.044141997335276,[8],"['vnot +> ', '<', 'v-> ', 'vnot *= ', 'v+> ']","['and', 'or', 'or', 'and', 'or']",
2669,"-0.780799,0.0,0.0,0.0,0.0,0.0,-0.15519889,0.98418474,0.5695951,1.5696951,1.1788217,0.13420999,0.0,-0.2224124,0.54360217,1.1058197,1.1411618,-1.4200107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",6.165701227613328,"[8, 64]","['vnot +> ', '<', 'v-> ', 'vnot *= ', 'v+> ', 'v> ', 'nop', 'not <', '=', 'v+> ']","['and', 'or', 'or', 'and', 'or', 'and', 'or', 'or', 'or', 'and']",b.x >  90203
2670,"-0.780799,0.0,0.0,0.0,0.0,0.0,-0.15519889,0.98418474,0.5695951,1.5696951,1.1788217,0.13420999,-0.780799,-0.2224124,0.54360217,1.1058197,1.1411618,-1.4200107,0.0,-0.29819626,2.3097334,2.1033652,0.8875988,-0.6098899,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",3.810384227028751,"[8, 64, 8]","['vnot +> ', '<', 'v-> ', 'vnot *= ', 'v+> ', 'v> ', 'nop', 'not <', '=', 'v+> ', 'not >', 'not >', 'not =', '>', '=']","['and', 'or', 'or', 'and', 'or', 'and', 'or', 'or', 'or', 'and', 'or', 'and', 'and', 'and', 'and']",b.x >  90203
2671,"-0.780799,0.0,0.0,0.0,0.0,0.0,-0.15519889,0.98418474,0.5695951,1.5696951,1.1788217,0.13420999,-0.780799,-0.2224124,0.54360217,1.1058197,1.1411618,-1.4200107,-1.4760821,-0.29819626,2.3097334,2.1033652,0.8875988,-0.6098899,0.0,0.13420999,-0.569896,-1.6198473,0.98418474,0.3999725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",4.937025030557475,"[8, 64, 8, 62]","['vnot +> ', '<', 'v-> ', 'vnot *= ', 'v+> ', 'v> ', 'nop', 'not <', '=', 'v+> ', 'not >', 'not >', 'not =', '>', '=', 'v+> ', 'v*= ', '>', 'vnot +> ', 'vnot -> ']","['and', 'or', 'or', 'and', 'or', 'and', 'or', 'or', 'or', 'and', 'or', 'and', 'and', 'and', 'and', 'or', 'and', 'or', 'and', 'and']",a.x not +>  d.x + 35560 or a.vy +>  d.vy + 10002 AND b.x >  90203 or b.vx = d.vx AND c.x not > d.x or c.z not = d.z
2672,"-0.780799,0.0,0.0,0.0,0.0,0.0,-0.15519889,0.98418474,0.5695951,1.5696951,1.1788217,0.13420999,-0.780799,-0.2224124,0.54360217,1.1058197,1.1411618,-1.4200107,-1.4760821,-0.29819626,2.3097334,2.1033652,0.8875988,-0.6098899,-0.43920648,0.13420999,-0.569896,-1.6198473,0.98418474,0.3999725,0.0,1.1509749,0.98418474,1.2697083,-1.3864828,1.1509749,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",5.712919168836691,"[8, 64, 8, 62, 67]","['vnot +> ', '<', 'v-> ', 'vnot *= ', 'v+> ', 'v> ', 'nop', 'not <', '=', 'v+> ', 'not >', 'not >', 'not =', '>', '=', 'v+> ', 'v*= ', '>', 'vnot +> ', 'vnot -> ', 'vnot *= ', 'vnot +> ', '=', 'nop', 'vnot *= ']","['and', 'or', 'or', 'and', 'or', 'and', 'or', 'or', 'or', 'and', 'or', 'and', 'and', 'and', 'and', 'or', 'and', 'or', 'and', 'and', 'and', 'and', 'or', 'or', 'and']",a.x not +>  d.x + 35560 and a.y < e.y or a.vy +>  d.vy + 10002 AND b.x >  90203 or b.vx = d.vx AND c.x not > d.x or c.z not = d.z AND d.y not = e.y + 51588 and d.z > e.z or d.vy not ->  c.vy + 12633
2673,"-0.780799,0.0,0.0,0.0,0.0,0.0,-0.15519889,0.98418474,0.5695951,1.5696951,1.1788217,0.13420999,-0.780799,-0.2224124,0.54360217,1.1058197,1.1411618,-1.4200107,-1.4760821,-0.29819626,2.3097334,2.1033652,0.8875988,-0.6098899,-0.43920648,0.13420999,-0.569896,-1.6198473,0.98418474,0.3999725,1.9143597,1.1509749,0.98418474,1.2697083,-1.3864828,1.1509749,0.0,-0.013760341,-1.450282,0.20858277,-0.76815253,-0.59265476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",5.5694318966891645,"[8, 64, 8, 62, 67, 54]","['vnot +> ', '<', 'v-> ', 'vnot *= ', 'v+> ', 'v> ', 'nop', 'not <', '=', 'v+> ', 'not >', 'not >', 'not =', '>', '=', 'v+> ', 'v*= ', '>', 'vnot +> ', 'vnot -> ', 'vnot *= ', 'vnot +> ', '=', 'nop', 'vnot *= ', 'not <', '<', '<', '<', 'v= ']","['and', 'or', 'or', 'and', 'or', 'and', 'or', 'or', 'or', 'and', 'or', 'and', 'and', 'and', 'and', 'or', 'and', 'or', 'and', 'and', 'and', 'and', 'or', 'or', 'and', 'or', 'or', 'and', 'and', 'or']",a.x not +>  d.x + 35560 and a.y < e.y or a.vy +>  d.vy + 10002 AND b.x >  90203 or b.vx = d.vx AND c.x not > d.x or c.y not > f.y and c.z not = d.z AND d.y not = e.y + 51588 and d.z > e.z or d.vy not ->  c.vy + 12633 AND e.x = f.x * 29740 and e.y not +>  d.y + 56245 and e.z = f.z or e.vy = f.vy * 10719 AND f.vy =  18558
2674,"-0.780799,0.0,0.0,0.0,0.0,0.0,-0.15519889,0.98418474,0.5695951,1.5696951,1.1788217,0.13420999,-0.780799,-0.2224124,0.54360217,1.1058197,1.1411618,-1.4200107,-1.4760821,-0.29819626,2.3097334,2.1033652,0.8875988,-0.6098899,-0.43920648,0.13420999,-0.569896,-1.6198473,0.98418474,0.3999725,1.9143597,1.1509749,0.98418474,1.2697083,-1.3864828,1.1509749,0.7322185,-0.013760341,-1.450282,0.20858277,-0.76815253,-0.59265476,0.0,0.23147236,-0.8151432,-0.3177787,0.8306404,0.13492487,0.0,0.0,0.0,0.0,0.0,0.0,0.0",4.966253919328269,"[8, 64, 8, 62, 67, 54, 44]","['vnot +> ', '<', 'v-> ', 'vnot *= ', 'v+> ', 'v> ', 'nop', 'not <', '=', 'v+> ', 'not >', 'not >', 'not =', '>', '=', 'v+> ', 'v*= ', '>', 'vnot +> ', 'vnot -> ', 'vnot *= ', 'vnot +> ', '=', 'nop', 'vnot *= ', 'not <', '<', '<', '<', 'v= ', 'v-> ', 'nop', 'not >', 'nop', 'not <']","['and', 'or', 'or', 'and', 'or', 'and', 'or', 'or', 'or', 'and', 'or', 'and', 'and', 'and', 'and', 'or', 'and', 'or', 'and', 'and', 'and', 'and', 'or', 'or', 'and', 'or', 'or', 'and', 'and', 'or', 'and', 'or', 'and', 'or', 'or']",a.x not +>  d.x + 35560 and a.y < e.y or a.vx = g.vx * 2836 and a.vy +>  d.vy + 10002 AND b.x >  90203 and b.z not < g.z or b.vx = d.vx AND c.x not > d.x or c.y not > f.y and c.z not = d.z and c.vx > g.vx and c.vy = g.vy AND d.y not = e.y + 51588 and d.z > e.z or d.vy not ->  c.vy + 12633 AND e.x = f.x * 29740 and e.y not +>  d.y + 56245 and e.z = f.z or e.vy = f.vy * 10719 AND f.y < c.y or f.z < g.z and f.vy =  18558
2675,"-0.780799,0.0,0.0,0.0,0.0,0.0,-0.15519889,0.98418474,0.5695951,1.5696951,1.1788217,0.13420999,-0.780799,-0.2224124,0.54360217,1.1058197,1.1411618,-1.4200107,-1.4760821,-0.29819626,2.3097334,2.1033652,0.8875988,-0.6098899,-0.43920648,0.13420999,-0.569896,-1.6198473,0.98418474,0.3999725,1.9143597,1.1509749,0.98418474,1.2697083,-1.3864828,1.1509749,0.7322185,-0.013760341,-1.450282,0.20858277,-0.76815253,-0.59265476,-0.70110875,0.23147236,-0.8151432,-0.3177787,0.8306404,0.13492487,0.0,1.1058197,-0.59265476,0.19641651,-0.80704266,-0.07329543,0.0",6.326991550193975,"[8, 64, 8, 62, 67, 54, 44, 38]","['vnot +> ', '<', 'v-> ', 'vnot *= ', 'v+> ', 'v> ', 'nop', 'not <', '=', 'v+> ', 'not >', 'not >', 'not =', '>', '=', 'v+> ', 'v*= ', '>', 'vnot +> ', 'vnot -> ', 'vnot *= ', 'vnot +> ', '=', 'nop', 'vnot *= ', 'not <', '<', '<', '<', 'v= ', 'v-> ', 'nop', 'not >', 'nop', 'not <', 'not <', 'nop', 'nop', 'vnot +> ', 'nop']","['and', 'or', 'or', 'and', 'or', 'and', 'or', 'or', 'or', 'and', 'or', 'and', 'and', 'and', 'and', 'or', 'and', 'or', 'and', 'and', 'and', 'and', 'or', 'or', 'and', 'or', 'or', 'and', 'and', 'or', 'and', 'or', 'and', 'or', 'or', 'or', 'or', 'or', 'or', 'and']",a.x not +>  d.x + 35560 and a.y < e.y or a.z ->  h.z + 12766 or a.vx = g.vx * 2836 and a.vy +>  d.vy + 10002 AND b.x >  90203 and b.z not < g.z or b.vx = d.vx AND c.x not > d.x or c.y not > f.y and c.z not = d.z and c.vx > g.vx and c.vy = g.vy AND d.y not = e.y + 51588 and d.z > e.z or d.vy not ->  c.vy + 12633 AND e.x = f.x * 29740 and e.y not +>  d.y + 56245 and e.z = f.z or e.vy = f.vy * 10719 AND f.y < c.y or f.z < g.z and f.vy =  18558 AND g.x ->  a.x + 42154 and g.z not > b.z and g.vy not < b.vy
2676,"-0.3202828,0.0,0.0,0.0,0.0,0.0,0.0,1.1391683,-1.260595,0.114915974,-0.21877058,1.1411618,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",2.3886599315705457,[24],"['v*= ', 'vnot -> ', 'not <', 'nop', '=']","['or', 'or', 'or', 'and', 'or']",
2677,"-0.3202828,0.0,0.0,0.0,0.0,0.0,-0.97793466,1.1391683,-1.260595,0.114915974,-0.21877058,1.1411618,0.0,1.2311498,-1.9899977,1.2219825,-0.024493972,-0.8217742,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",5.8425891481107515,"[24, 53]","['v*= ', 'vnot -> ', 'not <', 'nop', '=', 'v< ', 'v-> ', 'vnot -> ', 'not <', 'v*= ']","['or', 'or', 'or', 'and', 'or', 'or', 'or', 'and', 'and', 'or']",a.x not = b.x + 89945 AND b.x <  88785
2678,"-0.3202828,0.0,0.0,0.0,0.0,0.0,-0.97793466,1.1391683,-1.260595,0.114915974,-0.21877058,1.1411618,-1.4075407,1.2311498,-1.9899977,1.2219825,-0.024493972,-0.8217742,0.0,1.1867297,-0.9193563,-0.8138284,-0.6098899,0.20858277,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",5.821331774459265,"[24, 53, 4]","['v*= ', 'vnot -> ', 'not <', 'nop', '=', 'v< ', 'v-> ', 'vnot -> ', 'not <', 'v*= ', 'nop', 'vnot *= ', 'vnot < ', '=', '<']","['or', 'or', 'or', 'and', 'or', 'or', 'or', 'and', 'and', 'or', 'or', 'and', 'and', 'and', 'and']",a.x not = b.x + 89945 AND b.x <  88785 AND c.z not <  8547
2679,"-0.3202828,0.0,0.0,0.0,0.0,0.0,-0.97793466,1.1391683,-1.260595,0.114915974,-0.21877058,1.1411618,-1.4075407,1.2311498,-1.9899977,1.2219825,-0.024493972,-0.8217742,1.9143597,1.1867297,-0.9193563,-0.8138284,-0.6098899,0.20858277,2.4053066,0.80234426,0.6276255,2.2114713,0.50430065,0.51850706,-1.7315652,0.70324695,-0.569896,1.2142981,0.8306404,-2.3828845,0.0,-1.066944,0.98656845,1.1759754,0.50430065,0.21373716,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",4.49859169899559,"[24, 53, 4, 54, 75, 40]","['v*= ', 'vnot -> ', 'not <', 'nop', '=', 'v< ', 'v-> ', 'vnot -> ', 'not <', 'v*= ', 'nop', 'vnot *= ', 'vnot < ', '=', '<', '>', 'v-> ', 'nop', 'v*= ', '=', 'not =', 'v*= ', 'vnot +> ', '>', 'nop', 'not >', 'not <', 'vnot < ', 'v*= ', '=']","['or', 'or', 'or', 'and', 'or', 'or', 'or', 'and', 'and', 'or', 'or', 'and', 'and', 'and', 'and', 'and', 'or', 'and', 'and', 'and', 'or', 'and', 'or', 'or', 'and', 'and', 'and', 'or', 'and', 'and']",a.x not = b.x + 89945 or a.vy = d.vy AND b.x <  88785 or b.y ->  d.y + 82767 or b.z not ->  e.z + 12980 and b.vx not < e.vx and b.vy not = e.vy + 6908 AND c.y = b.y * 91201 and c.z not <  8547 AND d.x > a.x and d.y ->  a.y + 46743 AND e.z not +>  f.z + 9087 or e.vx > f.vx AND f.z not <  8718
2680,"-0.3202828,0.0,0.0,0.0,0.0,0.0,-0.97793466,1.1391683,-1.260595,0.114915974,-0.21877058,1.1411618,-1.4075407,1.2311498,-1.9899977,1.2219825,-0.024493972,-0.8217742,1.9143597,1.1867297,-0.9193563,-0.8138284,-0.6098899,0.20858277,2.4053066,0.80234426,0.6276255,2.2114713,0.50430065,0.51850706,-1.7315652,0.70324695,-0.569896,1.2142981,0.8306404,-2.3828845,-1.097355,-1.066944,0.98656845,1.1759754,0.50430065,0.21373716,0.0,1.8390425,0.21391721,-0.19799502,-0.569896,-0.80704266,0.0,0.0,0.0,0.0,0.0,0.0,0.0",4.5158633150874214,"[24, 53, 4, 54, 75, 40, 106]","['v*= ', 'vnot -> ', 'not <', 'nop', '=', 'v< ', 'v-> ', 'vnot -> ', 'not <', 'v*= ', 'nop', 'vnot *= ', 'vnot < ', '=', '<', '>', 'v-> ', 'nop', 'v*= ', '=', 'not =', 'v*= ', 'vnot +> ', '>', 'nop', 'not >', 'not <', 'vnot < ', 'v*= ', '=', 'vnot -> ', 'vnot +> ', 'not =', 'nop', 'nop']","['or', 'or', 'or', 'and', 'or', 'or', 'or', 'and', 'and', 'or', 'or', 'and', 'and', 'and', 'and', 'and', 'or', 'and', 'and', 'and', 'or', 'and', 'or', 'or', 'and', 'and', 'and', 'or', 'and', 'and', 'or', 'and', 'or', 'and', 'or']",a.x not = b.x + 89945 or a.y not ->  g.y + 74682 or a.vy = d.vy AND b.x <  88785 or b.y ->  d.y + 82767 or b.z not ->  e.z + 12980 and b.vx not < e.vx and b.vy not = e.vy + 6908 AND c.y = b.y * 91201 and c.z not <  8547 and c.vx = g.vx and c.vy < g.vy AND d.x > a.x and d.y ->  a.y + 46743 AND e.z not +>  f.z + 9087 or e.vx > f.vx AND f.x not > a.x and f.y not < a.y and f.z not <  8718 or f.vx not = d.vx + 9519 and f.vy = d.vy
2681,"-0.3202828,0.0,0.0,0.0,0.0,0.0,-0.97793466,1.1391683,-1.260595,0.114915974,-0.21877058,1.1411618,-1.4075407,1.2311498,-1.9899977,1.2219825,-0.024493972,-0.8217742,1.9143597,1.1867297,-0.9193563,-0.8138284,-0.6098899,0.20858277,2.4053066,0.80234426,0.6276255,2.2114713,0.50430065,0.51850706,-1.7315652,0.70324695,-0.569896,1.2142981,0.8306404,-2.3828845,-1.097355,-1.066944,0.98656845,1.1759754,0.50430065,0.21373716,-0.97793466,1.8390425,0.21391721,-0.19799502,-0.569896,-0.80704266,0.0,-0.44251573,1.0470855,0.5695951,-2.0169928,0.26178116,0.0",5.503268321198915,"[24, 53, 4, 54, 75, 40, 106, 53]","['v*= ', 'vnot -> ', 'not <', 'nop', '=', 'v< ', 'v-> ', 'vnot -> ', 'not <', 'v*= ', 'nop', 'vnot *= ', 'vnot < ', '=', '<', '>', 'v-> ', 'nop', 'v*= ', '=', 'not =', 'v*= ', 'vnot +> ', '>', 'nop', 'not >', 'not <', 'vnot < ', 'v*= ', '=', 'vnot -> ', 'vnot +> ', 'not =', 'nop', 'nop', 'not =', 'not >', '<', 'v*= ', '<']","['or', 'or', 'or', 'and', 'or', 'or', 'or', 'and', 'and', 'or', 'or', 'and', 'and', 'and', 'and', 'and', 'or', 'and', 'and', 'and', 'or', 'and', 'or', 'or', 'and', 'and', 'and', 'or', 'and', 'and', 'or', 'and', 'or', 'and', 'or', 'or', 'or', 'or', 'or', 'or']",a.x not = b.x + 89945 or a.y not ->  g.y + 74682 or a.z not < h.z or a.vy = d.vy AND b.x <  88785 or b.y ->  d.y + 82767 or b.z not ->  e.z + 12980 and b.vx not < e.vx and b.vy not = e.vy + 6908 AND c.y = b.y * 91201 and c.z not <  8547 and c.vx = g.vx and c.vy < g.vy AND d.x > a.x and d.y ->  a.y + 46743 or d.vy = h.vy AND e.z not +>  f.z + 9087 or e.vx > f.vx AND f.x not > a.x and f.y not < a.y and f.z not <  8718 or f.vx not = d.vx + 9519 and f.vy = d.vy AND g.x not ->  e.x + 92521 or g.z not = b.z
2682,"-0.780799,0.0,0.0,0.0,0.0,0.0,0.0,-0.6300282,1.1733134,-1.7677557,2.2114713,0.08196849,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",2.33059864717124,[8],"['nop', 'not >', 'not <', 'not =', 'vnot +> ']","['or', 'or', 'and', 'and', 'or']",
