Unnamed: 0,pattern,rating,events,actions,conds,pattern_str
2117,"0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",9,"['player', 'bullet4', 'bullet6']","['>', 'not=', 'not=', 'not>', 'vnot>', 'not<', 'not=', 'vnot>', '=', 'not>', 'not<', 'not<']","['and', 'and', 'or', 'or', 'or', 'or', 'and', 'or', 'or', 'and', 'or', 'and']",b.x not> 3 or b.vx not= c.vx and b.vy not> 7
2118,"0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",1,['player'],"['vnot<', 'vnot>', 'v<', '>']","['and', 'and', 'or', 'and']",a.x not< value and a.y not> value and a.vx < value
2119,"0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",3,"['player', 'bullet3']","['vnot<', 'vnot>', 'v<', '>', 'not>', '=', 'v<', 'vnot>']","['and', 'and', 'or', 'and', 'or', 'or', 'or', 'and']",a.x not< value and a.y not> value and a.vx < value AND b.vx < value or b.vy not> 6
2120,"0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",8,"['player', 'bullet3', 'bullet5']","['vnot<', 'vnot>', 'v<', '>', 'not>', '=', 'v<', 'vnot>', 'not>', 'not>', 'not>', '>']","['and', 'and', 'or', 'and', 'or', 'or', 'or', 'and', 'and', 'and', 'and', 'and']",a.x not< value and a.y not> value and a.vx < value AND b.y = c.y or b.vx < value or b.vy not> 6
2121,"0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",11,"['player', 'bullet3', 'bullet5', 'explosion5']","['vnot<', 'vnot>', 'v<', '>', 'not>', '=', 'v<', 'vnot>', 'not>', 'not>', 'not>', '>', 'v>', '>', '=', 'vnot=']","['and', 'and', 'or', 'and', 'or', 'or', 'or', 'and', 'and', 'and', 'and', 'and', 'and', 'and', 'or', 'and']",a.x not< value and a.y not> value and a.vx < value or a.vy > d.vy AND b.y = c.y or b.vx < value or b.vy not> 6 AND c.x not> b.x AND d.x > 7 or d.vy not= 1
2122,"0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",13,"['player', 'bullet3', 'bullet5', 'explosion5', 'explosion2']","['vnot<', 'vnot>', 'v<', '>', 'not>', '=', 'v<', 'vnot>', 'not>', 'not>', 'not>', '>', 'v>', '>', '=', 'vnot=', 'not>', '>', 'vnot>', 'v<']","['and', 'and', 'or', 'and', 'or', 'or', 'or', 'and', 'and', 'and', 'and', 'and', 'and', 'and', 'or', 'and', 'and', 'and', 'and', 'or']",a.x not< value and a.y not> value and a.vx < value or a.vy > d.vy AND b.y = c.y or b.vx < value or b.vy not> 6 AND c.x not> b.x AND d.x > 7 and d.vx = a.vx or d.vy not= 1 AND e.vx not> 2 and e.vy < value
2123,"0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",1,['player'],"['not<', '<', 'v<', '=']","['and', 'and', 'and', 'and']",a.vx < value
2124,"0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",4,"['player', 'bullet5']","['not<', '<', 'v<', '=', 'vnot=', 'not<', 'not<', 'vnot>']","['and', 'and', 'and', 'and', 'or', 'and', 'or', 'and']",a.vx < value AND b.x not= 0 or b.vy not> 7
2125,"0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",10,"['player', 'bullet5', 'player']","['not<', '<', 'v<', '=', 'vnot=', 'not<', 'not<', 'vnot>', 'not=', 'v=', '=', 'not>']","['and', 'and', 'and', 'and', 'or', 'and', 'or', 'and', 'or', 'or', 'and', 'or']",a.vx < value AND b.x not= 0 or b.y not< c.y or b.vy not> 7 AND c.y = 6
2126,"0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",1,['player'],"['not>', 'vnot>', 'not>', 'v<']","['and', 'or', 'or', 'and']",a.y not> value or a.vy < value
2127,"0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",4,"['player', 'bullet5']","['not>', 'vnot>', 'not>', 'v<', 'v<', 'v<', 'v>', 'vnot>']","['and', 'or', 'or', 'and', 'or', 'and', 'and', 'and']",a.y not> value or a.vy < value AND b.x < 1 or b.y < value and b.vx > 3 and b.vy not> value
2128,"0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",17,"['player', 'bullet5', 'bullet4', 'flyer6']","['not>', 'vnot>', 'not>', 'v<', 'v<', 'v<', 'v>', 'vnot>', 'v<', 'not=', 'not>', 'not=', 'v>', 'v>', 'not>', 'v<']","['and', 'or', 'or', 'and', 'or', 'and', 'and', 'and', 'or', 'or', 'and', 'or', 'and', 'or', 'and', 'or']",a.y not> value or a.vx not> c.vx or a.vy < value AND b.x < 1 or b.y < value and b.vx > 3 and b.vy not> value AND c.x < value AND d.x > value and d.y > 5 or d.vy < 0
2129,"0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",17,"['player', 'bullet5', 'bullet4', 'flyer6', 'flyer1']","['not>', 'vnot>', 'not>', 'v<', 'v<', 'v<', 'v>', 'vnot>', 'v<', 'not=', 'not>', 'not=', 'v>', 'v>', 'not>', 'v<', 'v>', '=', 'not<', 'vnot<']","['and', 'or', 'or', 'and', 'or', 'and', 'and', 'and', 'or', 'or', 'and', 'or', 'and', 'or', 'and', 'or', 'and', 'and', 'or', 'or']",a.y not> value or a.vx not> c.vx or a.vy < value AND b.x < 1 or b.y < value and b.vx > 3 and b.vy not> value AND c.x < value AND d.x > value and d.y > 5 or d.vx not> a.vx and d.vy < 0 AND e.x > value or e.vy not< value
2130,"0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",3,"['player', 'bullet6']","['=', 'v=', 'not<', 'vnot=', 'vnot=', '=', '>', 'vnot<']","['or', 'or', 'and', 'or', 'and', 'or', 'and', 'or']",a.y = value or a.vx not< b.vx and a.vy not= value AND b.x not= 1 or b.vy not< value
2131,"0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",10,"['player', 'bullet6', 'bullet1']","['=', 'v=', 'not<', 'vnot=', 'vnot=', '=', '>', 'vnot<', 'not=', 'not>', 'not<', 'vnot<']","['or', 'or', 'and', 'or', 'and', 'or', 'and', 'or', 'or', 'and', 'and', 'or']",a.y = value or a.vx not< b.vx and a.vy not= value AND b.x not= 1 or b.vy not< value AND c.vy not< value
2132,"0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",16,"['player', 'finish']","['=', 'vnot<', 'not<', 'vnot>', 'vnot=', 'v=', 'not=', 'v<']","['and', 'and', 'or', 'or', 'and', 'and', 'and', 'and']",a.x = b.x and a.y not< value or a.vy not> value AND b.x not= value and b.y = value and b.vy < value
2133,"0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",1,['player'],"['vnot>', 'vnot=', '=', '<']","['and', 'and', 'and', 'or']",a.x not> value and a.y not= value
2134,"0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",5,"['player', 'bullet4']","['vnot>', 'vnot=', '=', '<', 'v=', '>', 'vnot<', 'not=']","['and', 'and', 'and', 'or', 'or', 'and', 'and', 'or']",a.x not> value and a.y not= value AND b.x = value or b.vx not< 6
2135,"0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",15,"['player', 'bullet4', 'bullet5', 'flyer5']","['vnot>', 'vnot=', '=', '<', 'v=', '>', 'vnot<', 'not=', '=', 'not<', '>', 'vnot<', 'not>', 'not<', '>', 'not=']","['and', 'and', 'and', 'or', 'or', 'and', 'and', 'or', 'and', 'or', 'and', 'and', 'and', 'and', 'and', 'and']",a.x not> value and a.y not= value AND b.x = value or b.vx not< 6 AND c.vy not< 2
2136,"0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",20,"['player', 'bullet4', 'bullet5', 'flyer5', 'flyer1']","['vnot>', 'vnot=', '=', '<', 'v=', '>', 'vnot<', 'not=', '=', 'not<', '>', 'vnot<', 'not>', 'not<', '>', 'not=', 'v>', 'v<', '>', 'v=']","['and', 'and', 'and', 'or', 'or', 'and', 'and', 'or', 'and', 'or', 'and', 'and', 'and', 'and', 'and', 'and', 'or', 'or', 'or', 'and']",a.x not> value and a.y not= value AND b.x = value or b.vx not< 6 and b.vy not= e.vy AND c.y not< e.y or c.vy not< 2 AND d.y not< b.y and d.vx > b.vx and d.vy not= b.vy AND e.x > 0 or e.y < 6 or e.vy = 5
2137,"0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",2,['player'],"['>', 'v>', '>', 'vnot=']","['or', 'or', 'and', 'or']",a.y > value or a.vy not= value
2138,"0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",7,"['player', 'bullet6']","['>', 'v>', '>', 'vnot=', 'vnot<', 'not=', 'v<', 'not<']","['or', 'or', 'and', 'or', 'and', 'or', 'and', 'or']",a.x > b.x or a.y > value or a.vx > b.vx and a.vy not= value AND b.x not< 4 or b.vx < 1
2139,"0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",4,['player'],"['=', 'not=', 'not=', 'v<']","['and', 'or', 'and', 'and']",a.vy < value
2140,"0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",10,"['player', 'bullet6']","['=', 'not=', 'not=', 'v<', 'v>', 'vnot=', 'vnot>', 'not<']","['and', 'or', 'and', 'and', 'or', 'and', 'or', 'or']",a.y not= b.y or a.vy < value AND b.x > 3 or b.y not= 0 and b.vx not> 5
2141,"0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",26,"['player', 'bullet6', 'finish']","['=', 'not=', 'not=', 'v<', 'v>', 'vnot=', 'vnot>', 'not<', '<', 'not<', 'v>', 'vnot<']","['and', 'or', 'and', 'and', 'or', 'and', 'or', 'or', 'or', 'or', 'or', 'or']",a.x = c.x and a.y not= b.y or a.vx not= c.vx and a.vy < value AND b.x > 3 or b.y not= 0 and b.vx not> 5 AND c.vx > value or c.vy not< value
2142,"0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",4,['player'],"['=', '=', 'vnot>', 'v=']","['and', 'or', 'and', 'and']",a.vx not> value and a.vy = value
2143,"0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",25,"['player', 'flyer1', 'finish']","['=', '=', 'vnot>', 'v=', 'v<', '>', 'not=', '<', 'not<', '=', 'not<', 'vnot<']","['and', 'or', 'and', 'and', 'and', 'or', 'or', 'or', 'and', 'and', 'and', 'and']",a.x = c.x or a.vx not> value and a.vy = value AND b.x < 7 AND c.vy not< value
2144,"0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",7,"['player', 'bullet6']","['not=', 'v>', 'v=', 'v>', 'v=', '=', 'vnot=', 'v>']","['and', 'or', 'and', 'or', 'or', 'or', 'and', 'and']",a.y > value or a.vx = value and a.vy > value AND b.x = 0 or b.vx not= value and b.vy > value
2145,"0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",3,['player'],"['=', 'v=', 'not=', 'v<']","['and', 'or', 'or', 'and']",a.y = value or a.vy < value
2146,"0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",8,"['player', 'explosion4']","['=', 'v=', 'not=', 'v<', 'vnot=', 'vnot>', '>', 'vnot>']","['and', 'or', 'or', 'and', 'or', 'and', 'or', 'and']",a.y = value or a.vy < value AND b.x not= 7 or b.y not> value or b.vy not> value
2147,"0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",18,"['player', 'explosion4', 'finish']","['=', 'v=', 'not=', 'v<', 'vnot=', 'vnot>', '>', 'vnot>', 'v>', 'v<', 'not>', 'v=']","['and', 'or', 'or', 'and', 'or', 'and', 'or', 'and', 'and', 'and', 'or', 'or']",a.x = c.x and a.y = value or a.vy < value AND b.x not= 7 or b.y not> value or b.vy not> value AND c.x > value and c.y < value or c.vy = value
2148,"0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",2,['player'],"['>', 'not<', 'not<', '=']","['and', 'or', 'or', 'or']",nan
2149,"0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",5,"['player', 'bullet6']","['>', 'not<', 'not<', '=', '=', 'not=', 'v>', 'not>']","['and', 'or', 'or', 'or', 'or', 'and', 'or', 'and']",b.vx > 2
2150,"0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",7,"['player', 'bullet6', 'bullet5']","['>', 'not<', 'not<', '=', '=', 'not=', 'v>', 'not>', 'vnot<', 'vnot>', 'not>', '>']","['and', 'or', 'or', 'or', 'or', 'and', 'or', 'and', 'or', 'or', 'and', 'and']",a.x > c.x AND b.y not= a.y and b.vx > 2 AND c.x not< 7 or c.y not> 1
2151,"0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",4,['player'],"['=', '<', 'not>', 'vnot<']","['and', 'and', 'and', 'and']",a.vy not< value
2152,"0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",17,"['player', 'finish']","['=', '<', 'not>', 'vnot<', 'not=', '>', 'v=', 'vnot=']","['and', 'and', 'and', 'and', 'and', 'and', 'and', 'and']",a.x = b.x and a.vy not< value AND b.vx = value and b.vy not= value
2153,"0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",1,['player'],"['=', 'v<', 'not<', '<']","['and', 'or', 'and', 'or']",a.y < value
2154,"0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",8,"['player', 'bullet4']","['=', 'v<', 'not<', '<', 'v<', 'vnot<', 'not<', 'not<']","['and', 'or', 'and', 'or', 'and', 'and', 'and', 'and']",a.y < value AND b.x < 5 and b.y not< value
